address,agency,allowable_building_to_floor_area,assess_land,bin,bldg_depth,bldg_front,block,boro,bsmt_code,census_block,census_tract,commercial_floor_area,community_district,condominium_number,contact,coordinates,council_district,current_uses,date_created,e_designation_number,edc___occupied,exempt_land,exempt_tot,factory_floor_area,fire_comp,garage_floor_area,govt_clean_up_program,health_area,health_ctr,his_dist,industrial_business_zone,irr_lot_code,land_use_category,landmark,latitude,longitude,lot,lot_depth,lot_front,lot_type_code,major_use,map_atlas,nta,num_floors,number_of_easements,number_structures,office_floor_area,open_petroleum_spill,other_floor_area,overlay_1,overlay_2,parcel_name,pluto_version,police_prct,potential_urban_ag,proximity_code,ratio_building_to_floor_area,residential_and_non_residential_units,residential_floor_area,residential_units,retail_floor_area,school_dist,sp_dist_1,sp_dist_2,storage_floor_area,structure_completed,total_area,total_gross_area_structures,year_alter_1,year_alter_2,zip_code,zone_dist_1,zone_dist_2
1220 5 AVENUE,CULT,7.52,2200500,1074157,150,194,1609,1,2,3002,168,43785,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0997564/0228012,8,MUSEUM/GALLERY,2013-12-11T00:00:00.000,,0,2200500,4402350,0,E053,0,,,,,,N,8,MUSEUM OF THE CITY OF NEW YORK,40.792438,-73.952448,1,150,201.83,3,P7,4,East Harlem South                                                          ,4.5,0,1,0,,43785,,,MUSEUM OF THE CITY OF NEW YORK,13v1,23,,2,1.45,1,0,0,0,4,PI,,0,1929,30274,43785,2005,0,10029,R9,
19 EAST 103 STREET,EDUC,3.44,1413000,1051497,201,150,1609,1,2,3002,168,95993,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0997699/0227937,8,ELEMENTARY SCHOOL,2013-12-11T00:00:00.000,,0,1413000,5353650,0,E053,0,,,,,,N,8,,40.792122,-73.951961,7,201.83,150,4,W1,4,East Harlem South                                                          ,5,0,1,0,,95993,,,PS 171,13v1,23,,2,3.17,1,0,0,0,4,,,0,1960,30274,95993,0,0,10029,R7-2,
1516 MADISON AVENUE,EDUC,3.44,1879937,1000000,0,0,1609,1,5,3002,168,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0997820/0227871,8,PLAYGROUND,2013-12-11T00:00:00.000,,0,1879937,1879937,0,E053,0,,,,,,N,11,,40.791773,-73.950859,14,120,201.83,3,V5,4,East Harlem South                                                          ,0,0,0,0,,0,C2-5,,PS 171 PLAYGROUND,13v1,23,,0,0,0,0,0,0,4,,,0,0,24220,0,0,0,10029,R7-2,
1230 5 AVENUE,"DCAS, PARKS",7.52,3430800,1051499,200,201,1610,1,2,3001,168,168999,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0997715/0228228,8,"AGCY OFFICE, MUSEUM/GALLERY, IN USE-TENANTED, LONG-TERM AGREEMENT",2013-12-11T00:00:00.000,,0,3430800,10598400,0,E053,0,,,,,,N,8,,40.793072,-73.951992,1,200,201.83,3,P5,4,East Harlem South                                                          ,6,0,1,0,,168999,,,HECKSCHER BUILDING,13v1,23,,2,4.19,3,0,0,0,4,PI,,0,1922,40366,168999,0,2011,10029,R9,R7-2
1587 MADISON AVENUE,EDUC,3.44,3853350,1051515,326,183,1612,1,2,1002,174.01,168000,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998513/0228428,8,INTERMEDIATE SCHOOL,2013-12-11T00:00:00.000,,0,3853350,11633850,0,E091,0,,,,,,N,8,,40.794177,-73.949077,50,400,201.83,1,W1,4,East Harlem South                                                          ,4,0,1,0,Yes,168000,,,JHS 13,13v1,23,,1,2.08,1,0,0,0,4,,,0,1958,80732,168000,0,0,10029,R7-2,
1615 MADISON AVENUE,EDUC,3.44,1327500,1051584,205,196,1614,1,2,1001,174.01,116500,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998688/0228932,8,"ELEMENTARY SCHOOL, PLAYGROUND",2013-12-11T00:00:00.000,,0,1327500,6508350,0,E091,0,,,,,,N,8,,40.795146,-73.948368,21,220,201.83,3,W1,4,East Harlem South                                                          ,3,0,1,0,,116500,C1-5,,PS 108 & PLAYGROUND,13v1,23,,1,2.62,1,0,0,0,4,,,0,1951,44403,116500,1989,2005,10029,R7-2,
1480 PARK AVENUE,"EDUC, PARKS",3.44,719100,1051585,15,0,1614,1,5,1001,174.01,4144,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998860/0228837,8,"PLAYGRND/SPORTS AREA, PLAYGROUND",2013-12-11T00:00:00.000,,0,719100,740250,0,E091,0,,,,,,N,9,,40.794626,-73.946668,30,180,201.83,3,Q2,4,East Harlem South                                                          ,1,0,1,0,,4144,,,PLAYGROUND FOR PS 108 (JOP),13v1,23,,0,0.11,0,0,0,0,4,,,0,0,36329,4144,0,0,10029,R7-2,
1650 MADISON AVENUE,HPD,3.44,341072,1051605,0,0,1615,1,5,3001,174.01,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0998647/0229347,8,"NO USE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,E091,0,,,,,,N,11,,40.796128,-73.947681,59,100,43.92,3,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-5,,,13v1,23,Pending,0,0,0,0,0,0,4,,,0,0,4392,0,0,0,10029,R7-2,
1651 MADISON AVENUE,PARKS,3.44,147972,1000000,0,0,1616,1,5,1004,174.02,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0998833/0229346,8,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E091,0,,,,,,N,11,,40.796295,-73.947533,23,75,25.42,3,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-5,,110TH ST BLOCK ASSOC GARDEN,13v1,23,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,1906,0,0,0,10029,R7-2,
1659 MADISON AVENUE,PARKS,6,184278,1000000,0,0,1616,1,5,1004,174.02,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0998893/0229431,8,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,184278,184278,0,E091,0,,,,,,N,11,,40.796474,-73.9474,53,95,25,5,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,PUEBLO UNIDO GARDEN,13v1,23,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,2375,0,0,0,10029,R8A,
COMMUNITY LANE,PARKS,0,1148,,0,0,6470,5,5,,,0,503,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,0,PARK,2013-12-11T00:00:00.000,,0,0,0,0,,0,,,,,,N,9,,,,26,100,80,5,Q0,8,,0,0,0,0,,0,,,BLUE HERON PARK,13v1,0,,0,0,0,0,0,0,,,,0,0,8000,0,0,0,0,PARK,
53 EAST 110 STREET,HPD,3.44,58637,1051625,73,19.5,1616,1,2,1004,174.02,1423,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998895/0229356,8,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,E091,0,,,,,,N,4,,40.796032,-73.947328,123,100.92,19.5,5,C7,4,East Harlem South                                                          ,5,0,1,0,,0,C1-5,,,13v1,23,,2,3.62,9,5694,8,1423,4,,,0,1910,1968,7117,0,0,10029,R7-2,
1681 MADISON AVENUE,HPD,3.44,146590,1089047,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998991/0229632,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797099,-73.946944,20,70,27,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1890,0,0,0,10029,R7-2,
1673 MADISON AVENUE,HPD,3.44,81439,1090133,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998957/0229572,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.796932,-73.947063,22,70,15,3,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1050,0,0,0,10029,R7-2,
57 EAST 111 STREET,HPD,3.44,391796,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999032/0229581,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.79661,-73.946713,23,100.92,50,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,5046,0,0,0,10029,R7-2,
63 EAST 111 STREET,HPD,3.44,366215,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999074/0229558,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.79649,-73.946424,25,100.92,46.75,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,4718,0,0,0,10029,R7-2,
148 AVENUE,PARKS,0.6,393,,0,0,13714,4,5,,,0,413,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,0,OPEN SPACE,2013-12-11T00:00:00.000,,0,393,393,0,,0,,,,,,N,11,,,,60,100,46,3,V0,6,,0,0,0,0,,0,,,,13v1,0,,0,0,0,0,0,0,,,,0,0,4603,0,0,0,0,R3-1,
69 EAST 111 STREET,HPD,3.44,366215,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999115/0229535,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.796393,-73.946197,28,100.92,46.75,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,4718,0,0,0,10029,R7-2,
75 EAST 111 STREET,HPD,3.44,366215,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999156/0229512,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.79636,-73.946114,29,100.92,46.75,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,4718,0,0,0,10029,R7-2,
83 EAST 111 STREET,HPD,3.44,298737,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999193/0229492,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.796314,-73.946006,31,100.92,38.13,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,3848,0,0,0,10029,R7-2,
87 EAST 111 STREET,HPD,3.44,298737,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999227/0229473,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.796292,-73.945951,33,100.92,38.13,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,3848,0,0,0,10029,R7-2,
93 EAST 111 STREET,HPD,3.44,258277,1051630,0,0,1617,1,5,1000,174.02,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0999285/0229440,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.796256,-73.945872,35,100.92,33,3,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,3330,0,0,0,10029,R7-2,
1546 PARK AVENUE,HPD,3.44,152646,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999297/0229509,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.796462,-73.945323,37,78.75,25,5,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1969,0,0,0,10029,R7-2,
EAST 112 STREET,HPD,3.44,154508,,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999345/0229541,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,,,38,75.92,26.25,3,V1,4,,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1993,0,0,0,10029,R7-2,
EAST 112 STREET,HPD,3.44,154508,,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999322/0229554,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,,,39,75.92,26.25,5,V1,4,,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1993,0,0,0,10029,R7-2,
EAST 112 STREET,HPD,3.44,154508,,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999299/0229567,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,,,40,75.92,26.25,5,V9,4,,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1993,0,0,0,10029,R7-2,
EAST 112 STREET,HPD,3.44,205671,,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999269/0229568,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,,,41,100.92,26.25,5,V9,4,,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,2649,0,0,0,10029,R7-2,
EAST 112 STREET,HPD,3.44,254541,,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999244/0229582,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,,,42,100.92,32.5,5,V9,4,,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,3280,0,0,0,10029,R7-2,
EAST 112 STREET,HPD,3.44,195898,,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999219/0229596,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,,,43,100.92,25,5,V9,4,,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,2523,0,0,0,10029,R7-2,
F D R DRIVE,DSBS,0,211820,,0,0,1715,1,5,,178,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,8,NO USE-WFT (ANY AGY),2013-12-11T00:00:00.000,,0,211820,211820,0,L026,0,,,,,,Y,,,,,53,198,308.83,9,Z6,4,,0,0,0,0,,0,,,,13v1,25,,0,0,0,0,0,0,4,,,0,0,51800,0,0,0,0,M2-2,
EAST 112 STREET,HPD,3.44,305704,,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999190/0229612,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,,,45,100.92,39,5,V9,4,,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,3936,0,0,0,10029,R7-2,
50 EAST 112 STREET,HPD,3.44,375988,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999152/0229633,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797129,-73.945972,46,100.92,48,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,4844,0,0,0,10029,R7-2,
46 EAST 112 STREET,HPD,3.44,315477,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999114/0229654,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797192,-73.946117,48,100.92,40.25,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,4062,0,0,0,10029,R7-2,
40 EAST 112 STREET,HPD,3.44,315477,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999079/0229674,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797285,-73.946333,50,100.92,40.25,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,4062,0,0,0,10029,R7-2,
57 STREET,DCAS,4.8,30,,0,0,5687,3,5,,116,0,312,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,0/0,38,NO USE-VACANT LAND,2015-12-14T00:00:00.000,,,0,0,0,E247,0,,6700,,,,N,11,,,,164,26.5,1.5,5,V0,,,0,0,0,0,,0,,,,15v1,66,,0,0,0,0,0,0,20,,,0,0,52,0,0,0,,R6,
1691 MADISON AVENUE,HPD,3.44,181485,1000000,0,0,1617,1,5,1000,174.02,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0999046/0229732,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797308,-73.946792,51,70,33.42,3,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,2339,0,0,0,10029,R7-2,
1689 MADISON AVENUE,HPD,3.44,149375,1000000,0,0,1617,1,5,1000,174.02,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0999031/0229705,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797266,-73.946825,52,70,27.5,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,1925,0,0,0,10029,R7-2,
1685 MADISON AVENUE,HPD,3.44,146590,1000000,0,0,1617,1,5,1000,174.02,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0999018/0229681,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797181,-73.946882,53,70,27,5,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,1890,0,0,0,10029,R7-2,
1683 MADISON AVENUE,HPD,3.44,141444,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0999005/0229657,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.79714,-73.946915,54,70,26,5,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1820,0,0,0,10029,R7-2,
1677 MADISON AVENUE,HPD,3.44,82828,1074180,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998972/0229598,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.797017,-73.947005,121,70,15.25,5,V1,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1067,0,0,0,10029,R7-2,
1675 MADISON AVENUE,HPD,3.44,82828,1000000,0,0,1617,1,5,1000,174.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998965/0229585,8,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.796976,-73.947034,122,70,15.25,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,C1-4,,,13v1,23,,0,0,0,0,0,0,4,,,0,0,1067,0,0,0,10029,R7-2,
1367 5 AVENUE,FIRE,3.44,157050,1080501,100,60,1618,1,0,4001,184,12000,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998832/0230347,9,FIREHOUSE,2013-12-11T00:00:00.000,,0,157050,546750,0,E058,0,,,,,,N,8,,40.798873,-73.947759,14,100,60,5,Y1,4,East Harlem North                                                          ,2,0,1,0,,12000,,,"ENG 58, LAD 26",13v1,23,,1,2,1,0,0,0,4,,,0,1959,6000,12000,0,0,10029,R7-2,
71 EAST 115 STREET,PARKS,3.44,195898,1000000,0,0,1621,1,5,1005,184,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0999673/0230422,8,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.798797,-73.944151,30,100.92,25,5,V9,4,East Harlem North                                                          ,0,0,0,0,,0,,,LA CUEVITA GARDEN,13v1,25,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,2523,0,0,0,10029,R7-2,
1781 MADISON AVENUE,PARKS,3.44,182888,1000000,0,0,1622,1,5,1004,184,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0999709/0230909,8,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L026,0,,,,,,N,11,,40.800639,-73.944359,50,91,25.92,3,V9,4,East Harlem North                                                          ,0,0,0,0,,0,C1-4,,PEACEFUL VALLEY GARDEN,13v1,25,Existing GreenThumb Garden,0,0,0,0,0,0,5,,,0,0,2358,0,0,0,10035,R7-2,
1664 PARK AVENUE,CB111,3.44,59850,1051688,76,50,1623,1,2,1003,184,3241,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,1000053/0230886,8,AGCY OFFICE,2013-12-11T00:00:00.000,,0,0,347634,0,L026,0,,,,,,N,4,,40.800223,-73.942564,35,90,50.5,5,C7,4,East Harlem North                                                          ,6,0,1,0,,0,C1-4,,,13v1,25,,2,4.28,30,16204,27,3241,5,,,0,1920,4545,19445,1983,2004,10035,R7-2,
102 EAST 123 STREET,DCAS,0,169917,1000000,0,0,1771,1,5,1000,196,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,1000913/0231993,8,IN USE-TENANTED,2013-12-11T00:00:00.000,,0,0,0,0,L014,0,,,,,,N,11,,40.803636,-73.939725,71,100.92,20,5,V1,4,East Harlem North                                                          ,0,0,0,0,,0,,,,13v1,25,,0,0,0,0,0,0,4,,,0,0,2018,0,0,0,10035,M1-4,
1269 PARK AVENUE,HPD,3.44,22050,1051748,71,25,1625,1,2,2001,158.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0997726/0226229,8,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,E053,0,,,,,,N,2,,40.787761,-73.951668,69,75,25.67,3,C1,4,East Harlem South                                                          ,5,0,1,0,,0,,,,13v1,23,,2,4.5,11,8660,11,0,2,,,0,1910,1925,8660,0,0,10029,R7-2,
85 STREET,DOT,1.25,694,,0,0,2891,4,5,,,0,404,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,29,ROAD/HIGHWAY,2013-12-11T00:00:00.000,,0,0,0,0,E287,0,,,,,,Y,11,,,,222,98,34,5,V0,5,,0,0,0,0,,0,,,,13v1,110,,0,0,0,0,0,0,24,,,0,0,3240,0,0,0,11373,R5,
1263 PARK AVENUE,HPD,3.44,45735,1051749,60,25,1625,1,2,2001,158.02,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0997688/0226161,8,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,E053,0,,,,,,N,2,,40.787569,-73.951801,72,75,25.08,5,C4,4,East Harlem South                                                          ,5,0,1,0,,0,,,,13v1,23,,3,3.77,10,7100,10,0,2,,,0,1910,1881,7100,0,0,10029,R7-2,
1782 LEXINGTON AVENUE,NYCTA,3.44,0,1052175,0,0,1626,1,5,6003,166,0,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998541/0226059,8,TRANSIT SUBSTATION,2013-12-11T00:00:00.000,,0,0,0,0,E053,0,,,,,,N,7,,40.795237,-73.944107,40,141,59,5,U7,4,East Harlem South                                                          ,0,0,1,0,Yes,0,C1-5,,LEX.AVE. & E99 SUBSTATION,13v1,23,Not Suitable 1 - Site is not suitable for any one or more of these reasons: land-based reasons; reserved for agency purposes; no safe access to the site; site is part of a built street/highway.,0,0,0,0,0,0,2,,,0,0,8319,0,0,0,10029,R7-2,
HORTON STREET,DCAS,0.6,785,,0,0,5625,2,5,,516,0,210,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,13,NO USE-VACANT LAND,2013-12-11T00:00:00.000,,0,0,0,0,E070,0,,,,,,Y,11,,,,359,400,65,5,V0,1,,0,0,0,0,,0,,,,13v1,45,,0,0,0,0,0,0,11,CD,,0,0,25052,0,0,0,10464,R3A,
1301 PARK AVENUE,MTA,3.44,1872000,1086037,405,201,1627,1,2,6001,166,166426,111,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0998081/0226530,8,GARAGE,2013-12-11T00:00:00.000,,0,1872000,2349900,0,E053,166426,,,,,,N,7,,40.78857,-73.951053,1,405,201.83,1,T9,4,East Harlem South                                                          ,4,0,1,0,Yes,0,C1-5,,100TH STREET BUS DEPOT,13v1,23,,1,2.04,1,0,0,0,2,,,0,2000,81741,166426,2000,0,10029,R7-2,
123 EAST 100 STREET,PARKS,3.44,199634,1000000,0,0,1628,1,5,6000,166,0,111,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0998262/0226669,8,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E053,0,,,,,,N,11,,40.78877,-73.94985,12,100.92,25.5,5,V9,4,East Harlem South                                                          ,0,0,0,0,,0,,,EBENEZER WESLEYAN METHODIST CH,13v1,23,Existing GreenThumb Garden,0,0,0,0,0,0,4,,,0,0,2573,0,0,0,10029,R7-2,
