action,boro,building,camis,critical_flag,cuisine_description,dba,grade,grade_date,inspection_date,inspection_type,phone,record_date,score,street,violation_code,violation_description,zipcode
Violations were cited in the following area(s).,MANHATTAN,158,41391327,Not Critical,American,THE GLOBE BAR & GRILL,,,2015-06-02T00:00:00.000,Cycle Inspection / Initial Inspection,2124776161,2018-03-26T06:00:56.000,16,EAST   23 STREET,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,10010
Violations were cited in the following area(s).,QUEENS,11000,41611708,Critical,"Bottled beverages, including water, sodas, juices, etc.",SILKS,A,2016-12-07T00:00:00.000,2016-12-07T00:00:00.000,Cycle Inspection / Initial Inspection,7182153540,2018-03-26T06:00:56.000,10,ROCKAWAY BOULEVARD,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11420
Violations were cited in the following area(s).,QUEENS,991,50044543,Critical,American,BONUS ROOM,B,2016-03-14T00:00:00.000,2016-03-14T00:00:00.000,Pre-permit (Operational) / Re-inspection,6469248488,2018-03-26T06:00:56.000,21,WYCKOFF AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11385
Violations were cited in the following area(s).,BRONX,700,50004837,Critical,Pizza,CHUCK E. CHEESE'S,B,2015-05-26T00:00:00.000,2015-05-26T00:00:00.000,Cycle Inspection / Re-inspection,7182924337,2018-03-26T06:00:56.000,23,EXTERIOR ST,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10451
Violations were cited in the following area(s).,MANHATTAN,960,40370463,Not Critical,American,THREE GUY'S RESTAURANT,A,2017-09-18T00:00:00.000,2017-09-18T00:00:00.000,Cycle Inspection / Re-inspection,2126288108,2018-03-26T06:00:56.000,12,MADISON AVENUE,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,10021
Violations were cited in the following area(s).,BROOKLYN,5924,50008942,Critical,CafÃ©/Coffee/Tea,VIVI BUBBLE TEA,,,2014-12-24T00:00:00.000,Cycle Inspection / Initial Inspection,7184390288,2018-03-26T06:00:56.000,17,8TH AVE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11220
Violations were cited in the following area(s).,MANHATTAN,100,50005601,Critical,Chinese,CONGEE VILLAGE,,,2017-08-16T00:00:00.000,Cycle Inspection / Initial Inspection,2129411818,2018-03-26T06:00:56.000,58,ALLEN ST,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10002
Violations were cited in the following area(s).,QUEENS,8417,50016354,Critical,Spanish,ORIGINAL MAMAS EMPANADAS,A,2016-03-04T00:00:00.000,2016-03-04T00:00:00.000,Cycle Inspection / Re-inspection,7185070400,2018-03-26T06:00:56.000,12,NORTHERN BLVD,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11372
Violations were cited in the following area(s).,BROOKLYN,176,41703625,Not Critical,Thai,QI,A,2015-04-09T00:00:00.000,2015-04-09T00:00:00.000,Cycle Inspection / Re-inspection,7183021499,2018-03-26T06:00:56.000,10,NORTH    9 STREET,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11211
Violations were cited in the following area(s).,MANHATTAN,2581,41665068,Critical,Chicken,TEXAS ROTISSERIE & GRILL,A,2016-08-04T00:00:00.000,2016-08-04T00:00:00.000,Cycle Inspection / Initial Inspection,2126659800,2018-03-26T06:00:56.000,11,BROADWAY,02B,Hot food item not held at or above 140Âº F.,10025
Violations were cited in the following area(s).,MANHATTAN,1020,40617370,Critical,American,LEXINGTON BAR AND BOOKS,A,2017-03-10T00:00:00.000,2017-03-10T00:00:00.000,Cycle Inspection / Initial Inspection,2127173902,2018-03-26T06:00:56.000,12,LEXINGTON AVENUE,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,10021
Violations were cited in the following area(s).,BROOKLYN,254,50033274,Not Critical,Pizza,BUSHWICK PIZZA PARTY,,,2017-02-08T00:00:00.000,Cycle Inspection / Initial Inspection,9175190156,2018-03-26T06:00:56.000,20,IRVING AVE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11237
Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,QUEENS,3566,50057976,Not Critical,"Juice, Smoothies, Fruit Salads",VIVA FELIZ 365 (Herbalife),,,2017-01-09T00:00:00.000,Pre-permit (Operational) / Initial Inspection,3478136851,2018-03-26T06:00:56.000,33,93RD ST,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11372
Violations were cited in the following area(s).,QUEENS,7130,41662341,Critical,Thai,PLAYGROUND,A,2016-10-15T00:00:00.000,2016-10-15T00:00:00.000,Cycle Inspection / Re-inspection,7187797912,2018-03-26T06:00:56.000,12,ROOSEVELT AVENUE,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,11372
Violations were cited in the following area(s).,BROOKLYN,2335,41105041,Critical,Chinese,YU KING BAKERY,B,2016-04-12T00:00:00.000,2016-04-12T00:00:00.000,Cycle Inspection / Re-inspection,7189963888,2018-03-26T06:00:56.000,17,86 STREET,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11214
Violations were cited in the following area(s).,MANHATTAN,225,50008739,Critical,American,DIG INN SEASONAL MARKET,,,2016-08-01T00:00:00.000,Cycle Inspection / Initial Inspection,2127764051,2018-03-26T06:00:56.000,14,LIBERTY ST,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10281
Violations were cited in the following area(s).,BROOKLYN,995,50042946,Not Critical,American,BAKE SHOP,,,2018-02-06T00:00:00.000,Cycle Inspection / Initial Inspection,3472369131,2018-03-26T06:00:56.000,26,FLUSHING AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11206
Violations were cited in the following area(s).,BROOKLYN,5609,41694393,Not Critical,Chinese,WANG VILLAGE SEAFOOD RESTAURANT,A,2016-01-07T00:00:00.000,2016-01-07T00:00:00.000,Cycle Inspection / Initial Inspection,7186336111,2018-03-26T06:00:56.000,12,8 AVENUE,09C,Food contact surface not properly maintained.,11220
Violations were cited in the following area(s).,BROOKLYN,273,50043671,Not Critical,American,PADDY'S OF PARK SLOPE,A,2015-11-24T00:00:00.000,2015-11-24T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7184997553,2018-03-26T06:00:56.000,13,13TH ST,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11215
Violations were cited in the following area(s).,BROOKLYN,394,41397322,Critical,Chinese,GOLDEN DRAGON RESTAURANT,B,2016-03-29T00:00:00.000,2016-03-29T00:00:00.000,Cycle Inspection / Re-inspection,7187828024,2018-03-26T06:00:56.000,20,METROPOLITAN AVENUE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11211
Violations were cited in the following area(s).,BROOKLYN,704,50011758,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",LOS PRIMOS RESTAURANT,B,2016-12-01T00:00:00.000,2016-12-01T00:00:00.000,Cycle Inspection / Re-inspection,7184868449,2018-03-26T06:00:56.000,21,GRAND ST,02B,Hot food item not held at or above 140Âº F.,11211
Violations were cited in the following area(s).,MANHATTAN,1494,40376142,Not Critical,Italian,LUSARDI'S RESTAURANT,A,2015-02-11T00:00:00.000,2015-02-11T00:00:00.000,Cycle Inspection / Initial Inspection,2122492020,2018-03-26T06:00:56.000,4,SECOND AVENUE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10075
Violations were cited in the following area(s).,QUEENS,2392,50037438,Not Critical,Steak,MEET THE MEAT,,,2015-06-12T00:00:00.000,Pre-permit (Non-operational) / Initial Inspection,9176743328,2018-03-26T06:00:56.000,15,21ST ST,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11105
Violations were cited in the following area(s).,BRONX,79,40512746,Not Critical,American,CROWN DINER,,,2018-01-03T00:00:00.000,Cycle Inspection / Initial Inspection,7185380309,2018-03-26T06:00:56.000,13,EAST  161 STREET,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10451
Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,QUEENS,6355,50066229,Critical,Thai,UTHAI,,,2017-09-29T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7188971575,2018-03-26T06:00:56.000,64,WETHEROLE ST,04M,Live roaches present in facility's food and/or non-food areas.,11374
Violations were cited in the following area(s).,BRONX,1040,41286916,Critical,Donuts,DUNKIN' DONUTS,,,2017-07-07T00:00:00.000,Cycle Inspection / Initial Inspection,7188423885,2018-03-26T06:00:56.000,26,WESTCHESTER AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10459
Violations were cited in the following area(s).,BROOKLYN,10004,40364305,Critical,Pizza/Italian,PHILADELPHIA GRILLE EXPRESS,,,2017-05-18T00:00:00.000,Cycle Inspection / Initial Inspection,7182380747,2018-03-26T06:00:56.000,20,4 AVENUE,06F,Wiping cloths soiled or not stored in sanitizing solution.,11209
Violations were cited in the following area(s).,BROOKLYN,2925,40580211,Not Critical,American,ANNA'S CAFE,A,2017-12-29T00:00:00.000,2017-12-29T00:00:00.000,Cycle Inspection / Initial Inspection,7189517617,2018-03-26T06:00:56.000,9,AVENUE I,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,11210
Violations were cited in the following area(s).,MANHATTAN,363,41020286,Critical,American,THE HOUSE OF BREWS,A,2017-06-28T00:00:00.000,2017-06-28T00:00:00.000,Cycle Inspection / Initial Inspection,2122450551,2018-03-26T06:00:56.000,13,WEST   46 STREET,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10036
Violations were cited in the following area(s).,BROOKLYN,2225,50058634,Critical,Spanish,LA FLOR DEL CANARIO #2 RESTAURANT PIZZERIA,,,2017-02-23T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7184855000,2018-03-26T06:00:56.000,63,PITKIN AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11207
Violations were cited in the following area(s).,QUEENS,4306,41319774,Not Critical,American,BAR & GRILL 43,,,2016-07-11T00:00:00.000,Cycle Inspection / Initial Inspection,7183613090,2018-03-26T06:00:56.000,11,43 STREET,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11104
Violations were cited in the following area(s).,MANHATTAN,230,50039141,Not Critical,Greek,AMALI MOU,A,2017-10-24T00:00:00.000,2017-10-24T00:00:00.000,Cycle Inspection / Re-inspection,6467470818,2018-03-26T06:00:56.000,9,PARK AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10169
Violations were cited in the following area(s).,BRONX,0,40725375,Critical,Pizza,MARKET PLACE PIZZA,A,2015-12-31T00:00:00.000,2015-12-31T00:00:00.000,Cycle Inspection / Initial Inspection,7185422900,2018-03-26T06:00:56.000,10,HUNTS POINT,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10474
Violations were cited in the following area(s).,BROOKLYN,1299,50016362,Critical,Seafood,Git-It-N-Git,C,2016-02-09T00:00:00.000,2016-02-09T00:00:00.000,Cycle Inspection / Re-inspection,3473468278,2018-03-26T06:00:56.000,35,BERGEN ST,07A,Duties of an officer of the Department interfered with or obstructed.,11213
Violations were cited in the following area(s).,MANHATTAN,500,41656603,Not Critical,American,FAIRYTALES LOUNGE,,,2016-07-14T00:00:00.000,Smoke-Free Air Act / Re-inspection,6466843897,2018-03-26T06:00:56.000,,WEST   48 STREET,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",10036
Violations were cited in the following area(s).,MANHATTAN,1323,50034498,Critical,Donuts,CRUSTY & TASTY BAGEL,,,2015-06-25T00:00:00.000,Cycle Inspection / Initial Inspection,6464787217,2018-03-26T06:00:56.000,33,2ND AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10021
Violations were cited in the following area(s).,MANHATTAN,467,41478517,Critical,Chinese,CANTEEN 82,,,2018-03-20T00:00:00.000,Cycle Inspection / Initial Inspection,2125954300,2018-03-26T06:00:56.000,27,COLUMBUS AVENUE,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10024
Violations were cited in the following area(s).,QUEENS,8920,40716193,Critical,Pizza,PIZZA HUT,A,2018-02-26T00:00:00.000,2018-02-26T00:00:00.000,Cycle Inspection / Initial Inspection,7188484500,2018-03-26T06:00:56.000,13,ATLANTIC AVE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11416
