agency,agency_name,brief_description,call_resolution,date,date_time,inquiry_name,time,unique_id
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:13:01.000,Heat Complaint - Residential Building - Inadequate Heat,10:13:01 PM,90494396
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:18:56.000,Heat Complaint - Residential Building - Inadequate Heat,10:18:56 PM,90494397
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:34:21.000,Heat Complaint - Residential Building - Inadequate Heat,10:34:21 PM,90494398
DEP,Department of Environmental Protection,Report a manhole overflowing.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T22:40:18.000,Manhole Overflow - Priority,10:40:18 PM,90494399
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:44:34.000,No Hot Water Complaint - Residential Building - From Tenant,10:44:34 PM,90494400
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T22:17:20.000,Noise from Neighbor,10:17:20 PM,90494401
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:26:17.000,Service Request Status - General,10:26:17 PM,90494402
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:27:44.000,Heat Complaint - Residential Building - Inadequate Heat,10:27:44 PM,90494403
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T22:33:22.000,Noise from Neighbor,10:33:22 PM,90494404
NYSDMV,NYS Department of Motor Vehicles,Information about New York State driver's licenses and learner's permits.,Referral,2013-01-24T00:00:00.000,2013-01-24T22:47:35.000,Driver License Information,10:47:35 PM,90494407
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:49:33.000,Heat Complaint - Residential Building - Inadequate Heat,10:49:33 PM,90494408
HPD,Department of Housing Preservation and Development,Complaint about mold in a home.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T22:56:02.000,Mold Complaint - Apartment,10:56:02 PM,90494409
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:58:37.000,No Hot Water Complaint - Residential Building - From Tenant,10:58:37 PM,90494410
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:00:07.000,Heat Complaint - Residential Building - Inadequate Heat,11:00:07 PM,90494411
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:02:54.000,Heat Complaint - Residential Building - Inadequate Heat,11:02:54 PM,90494412
3-1-1,3-1-1 Call Center,Request for the phone number or address of a specific person or business.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:08:18.000,Contact Information - Directory Assistance,11:08:18 PM,90494414
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:11:54.000,No Hot Water Complaint - Residential Building - From Tenant,11:11:54 PM,90494416
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:13:55.000,Heat Complaint - Residential Building - Inadequate Heat,11:13:55 PM,90494417
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:17:54.000,No Hot Water Complaint - Residential Building - From Tenant,11:17:54 PM,90494418
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:20:02.000,Heat Complaint - Residential Building - Inadequate Heat,11:20:02 PM,90494419
DOT,Department of Transportation,Report a problem with a streetlight.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:25:00.000,Streetlight Condition,11:25:00 PM,90494420
NYPD,New York City Police Department,"Report of a homeless person who is currently ill, creating a danger to self or others, or outstretched or sleeping in a subway or other Transit District area. Requires immediate transfer to 911.",Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T23:31:02.000,Homeless Person In Need of Immediate Attention,11:31:02 PM,90494421
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:35:08.000,Heat Complaint - Residential Building - Inadequate Heat,11:35:08 PM,90494422
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:39:44.000,Heat Complaint - Residential Building - Inadequate Heat,11:39:44 PM,90494423
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:45:04.000,Heat Complaint - Residential Building - Inadequate Heat,11:45:04 PM,90494424
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:52:04.000,Heat Complaint - Residential Building - Inadequate Heat,11:52:04 PM,90494425
NYPD,New York City Police Department,Report a dangerous situation to 911.,Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T23:59:22.000,Dangerous Location or Situation,11:59:22 PM,90494426
NYPD,New York City Police Department,Requires immediate transfer to 911.,Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T20:11:37.000,Hot Transfer 911,8:11:37 PM,90494429
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:15:03.000,Heat Complaint - Residential Building - Inadequate Heat,8:15:03 PM,90494430
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:25:17.000,Heat Complaint - Residential Building - Inadequate Heat,8:25:17 PM,90494431
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:18:55.000,No Hot Water Complaint - Residential Building - From Tenant,8:18:55 PM,90494432
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:20:18.000,Heat Complaint - Residential Building - Inadequate Heat,8:20:18 PM,90494433
DHS,Department of Homeless Services,Complaint or comment from a homeless person about a homeless shelter or drop-in center.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T20:23:17.000,Homeless Shelter Complaint - Shelter Client,8:23:17 PM,90494435
MOIA,Mayor's Office of Immigrant Affairs,"Assistance with deportation cases and applying for citizenship, green cards, work visas, TPS, HFRP, asylum, and other immigration benefits. Includes free legal help.",Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T20:25:29.000,Immigration Help,8:25:29 PM,90494436
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:29:03.000,No Hot Water Complaint - Residential Building - From Tenant,8:29:03 PM,90494437
PANYNJ,Port Authority of NY and NJ,Information or complaint about PATH service.,Referral,2013-01-24T00:00:00.000,2013-01-24T21:06:53.000,PATH Train - Information and Complaint,9:06:53 PM,90494438
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:08:52.000,Heat Complaint - Residential Building - Inadequate Heat,9:08:52 PM,90494439
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:16:11.000,Heat Complaint - Residential Building - Inadequate Heat,9:16:11 PM,90494440
DHS,Department of Homeless Services,Apply for shelter for single homeless adults 18 and older.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:21:17.000,Homeless Shelter Intake for Single Adults,9:21:17 PM,90494441
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:27:45.000,Heat Complaint - Residential Building - Inadequate Heat,8:27:45 PM,90494442
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:36:51.000,Landlord Complaint - Maintenance,8:36:51 PM,90494443
HPD,Department of Housing Preservation and Development,Hidden service for activity coding.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T20:38:01.000,Division Transfer,8:38:01 PM,90494444
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T18:03:21.000,Landlord Complaint - Maintenance,6:03:21 PM,90494473
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:38:13.000,Heat Complaint - Residential Building - Inadequate Heat,8:38:13 PM,90494445
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Caller Hung Up,2013-01-24T00:00:00.000,2013-01-24T21:26:20.000,Heat Complaint - Residential Building - Inadequate Heat,9:26:20 PM,90494446
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T21:32:37.000,Service Request Status - General,9:32:37 PM,90494447
NYPD,New York City Police Department,Report noise from inside a club or bar.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T21:38:39.000,Noise from Club or Bar,9:38:39 PM,90494448
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:46:00.000,Heat Complaint - Residential Building - Inadequate Heat,9:46:00 PM,90494449
NYPD,New York City Police Department,Find a specific precinct or police service area (PSA).,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T20:58:09.000,Find a Police Precinct or PSA by Name,8:58:09 PM,90494450
TLC,Taxi and Limousine Commission,Information for a customer who lost an item in a taxi and has the taxi medallion number.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:59:47.000,Lost Property in a Taxi - Medallion Number Known,8:59:47 PM,90494451
3-1-1,3-1-1 Call Center,Complaint or compliment about a City agency or a specific employee.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T21:01:25.000,City Worker or Agency Complaint or Compliment,9:01:25 PM,90494452
3-1-1,3-1-1 Call Center,Hidden service for activity coding.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T21:06:05.000,Division Transfer,9:06:05 PM,90494453
DHS,Department of Homeless Services,Complaint or comment from a homeless person about a homeless shelter or drop-in center.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:11:49.000,Homeless Shelter Complaint - Shelter Client,9:11:49 PM,90494454
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:29:15.000,No Hot Water Complaint - Residential Building - From Tenant,9:29:15 PM,90494455
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:30:53.000,Landlord Complaint - Maintenance,9:30:53 PM,90494456
